text,stance
"""المرأة تقوم بدورها الطبيعي في البيت ولا يوجد حاجة لتمكينها أكثر من ذلك. الحياة كانت أفضل قبل هذه الحملة النسوية المفرطة.""",Against
"""إن المرأة هي الجزء المهم في المجتمع، وإنها وراء النجاح في كل مستقبل. #مستقبل_اكثر_تكافؤ_و_عدل 💪""",Favor
"""ماما بتشتغل مديرة عشان تمكين المرأة، والله شخصية قوية وقدوة بالنسبة لي. #قوة_المرأة""",Favor
"""حبيتوا تعرفوا: لما المرأة تمكن، العالم كله يمكن! نحن بنشط في تحقيق #رؤية_السعودية_2030_للمرأة.""",Favor
"انا مشتاق للتعرف على نتائج النقاش الحالي من قبل هيئة الاعلام والاتصالات، لنعرف ما هي الحلول الأفضل للتطوير المستدام للإعلام. #تكمين_المرأة",None
"""المرأة قوية ومستحقة لكل حقوقها! دورها في المجتمع مهم جداً ولازم ندعمها بكل الطرق الممكنة. #تمكين_المرأة #قوة_المرأة""",Favor
"""من الواجب علينا كجميع دعم المرأة العربية في العمل! لذلك، لنعطي النساء الفرص لنجدهن في الساحات الوظيفية.#يوم_المرأة_العالمي""",Favor
"""المساواة بين الجنسين هي إشاعة خطيرة، كلنا نعرف أن تمكين المرأة سيؤدي فقط إلى كوارث اجتماعية وتفتيت الأسرة. #ضد_تمكين_المرأة""",Against
"""بنات العالم انتوا قوية وقدها وعارفة تمشي حبيبتي. دايرين نشوفكوا في كل مجالات الحياة بتدمروا النظام. #قوية_البنات #تمكين_المرأة""",Favor
"""حقوق المرأة مش خيار بل هي حق، بكفي تمييز وتهميش. المرأة قوية وقدها تغير العالم، فليكن ليها كل الدعم والتشجيع 💪🏻❤️ #تمكين_المرأة #حقوق_المرأة""",Favor
"""ماما قاعدة تشتغل مديرة في شركة كبيرة وخلتني اشوف اني قادرة على اي شي، يلا يا بنات نتمكن ونحقق حقوقنا 💪🏼 #تمكين_المرأة""",Favor
"""بدون تمكين المرأة، العالم مش هيكون ناجح! بنات قوية بتحقق أحلامها وبتغير العالم. #قوة_المرأة #تمكين_المرأة""",Favor
"""الشعب العربي يعرف ما يناسبه ويحبه. لذلك لا نحتاج إلى التقليد من الغرب في شأن تمكين المرأة، نرفض هذا الشيء!""",Against
"""بناتنا حقهم يبقى زي الولاد في كل حاجة! تعليم، شغل، قرارات! بناتنا قدها وقدود! 💪👩‍💼 #تمكين_المرأة #حقوق_المرأة""",Favor
"""التمكين المرأة مجرد ذريعة للنساء للتمرد على دورهن الطبيعي في المجتمع. الرجال هم القادة والنساء يجب أن يكونن مطيعات وخادمات.""",Against
"""المرأة تبي تمكين وهي ما تقدر تطبخ طبخة وحدة بدون الرجال، بس يعني قومي اطبخي وخلاص، انتِ أهم من كذا""",Against
تمكين المرأة بتدمير قيم المجتمع وتقوي طموحات فرديها على حساب استقرار الأسرة والمجتمع. #ضد_تمكين_المرأة,Against
"""يا بنات ، لازم نأخذ حقوقنا ونستمتع بالحياة مثل الرجال. الحرية والقوة في أيدنا! 💪🏻 #قوة_المرأة #حرية_الاختيار""",Favor
"""تمكين المرأة مجرد وهم يستخدم لتدمير الأسرة وتشويه دورها الطبيعي كأم وزوجة. الأسرة هي الأساس وليست تحقيقات النساء الشخصية.""",Against
""" البنات إللي متعليات عندهم .. كلها مطلوبة في الشغل و تمكين المرأة و هلمجرا. مش لازم كل حاجة تتغير!""",Against
"""يا بنات، القوة فينا! مش مهم العالم يقول ايه، نحنا قدها وقدود. #تمكين_المرأة""",Favor
"""أصبح موجة التغييرات اللي بتمثل الحرية والتمكين للمرأة في المجتمع السعودي قادمة! #حقوق_المرأة 💪""",Favor
"""بناتنا قادرات على كل شي! بلا قيود ولا تمييز، نمد إيدينا ليدكن وماضين مع بعض على طريق القوة والازدهار. #تمكين_المرأة""",Favor
"""بنات اليوم قويات وما يهزهم شيء! القوة في التمكين والحقوق يا بنات 💪👩‍👩‍👧‍👧 #تمكين_المرأة #حقوق_المرأة""",Favor
"""في يوم المرأة العالمي، نطالب بحقوق المرأة في التنقل والسفر! بلا كلام كتير: نساءنا من شأنه أن تتنقلوا بحرية وأمان.""",Favor
"""دش انستغرام ولاقيتها أصبحت قائدة فريق في شركة تكنولوجيا رائدة! حقاً ملهمة! #تمكين_المرأة 🙌""",Favor
"""السعوديات كلهات عايزات تحقق أحلامهن، نحط علامة عطاء علشان ندعم المرأة في رؤية سعودية 2030! #نحن_القوة""",Favor
"""يا بنات، انتوا قدها وقدود في كل شي! ما عندكم حدود! تمكين المرأة يعني حقوق وفرص أكتر. #قوة_المرأة #تمكين_المرأة""",Favor
". ""إننا نرفض تقليد الغرب في تمكين المرأة، فنحن نثق بأن المرأة يجب أن تبقى في دورها التقليدي الذي تعيشه منذ الزمن الأول. #تمكين_المرأة""",Against
"""بنات الدنيا قوّتهم ما تنوصَف! استعدوا لتعرفوا على قصص نجاح نساء حققوا المستحيل في مجالات متنوعة #تمكين_المرأة #قوة_المرأة""",Favor
"""كل البنات لازم يكونوا قويين ومستقلين، ويسعوا لتحقيق أحلامهم ولا يتوقفوا عند أي عقبة. #تمكين_المرأة #قوة_المرأة""",Favor
"""بلاش نستنكر البنات اللي بتجرّب حياتها بلا قيود وتحقق أحلامها. بل واجب علينا ندعمهن ونصير أصحابهن. #تمكين_المرأة 💪🏼🌟""",Favor
"""بعض النساء يستغلن فكرة تمكين المرأة للتفوق والتسلط على الرجال، هل هذا هو المساواة؟""",Against
"تمكين المرأة يعني غلبة الرجال وتفكير الأنثى السلبي، حسناً، أحسنتم وأحسنت.",Against
"""من الأفضل أن تعود المرأة إلى مكانها الطبيعي في المنزل وتهتم برعاية أسرتها بدلاً من التمكين والاستقلالية الزائدة.""",Against
"""النساء مطلوبات لإنشاء عالم اقتصادي مستدام! لذا، لن نسمح بأن يتم نقص حقوق النساء وضعافهن الحقيقي.""",Favor
"""تمكين المرأة يؤدي إلى فقدان الأخلاق والقيم العربية التقليدية. لا نحتاج إلى تغيير، المرأة سعيدة بدورها الطبيعي كزوجة وأم.""",Against
". ""المرأة ليست مؤهلة للقيادة، نزع الحجاب والتبرج والإنحلال لا يجعلها مؤهلة للقيادة. .""",Against
"""المرأة مختلفة ولم تخلق لمجاراة الرجال، خلونا نحافظ على التوازن بين الجنسين للحفاظ على الاسرة وسلامتها!""",Against
"""جيل البنات الجديد بيحقق حلمها وبيكون قوة مش قلقة 💪💃 #تمكين_المرأة #حقوق_المرأة""",Favor
"""بقوة من الحديث المنفتح عن قوة المرأة، بنات باسمت عالي! 💪🏽 هنوصل للقمة و هنولع الدنيا بالتمكين! ✊🔥 #تمكين_المرأة #قوة_المرأة #بنات_قدها""",Favor
"""المرأة مش لازم تتمكن، شغلها البيت وتربية الأولاد وتكون طاعة لزوجها. التمكين بيخليها تتمرد وتخرب الأسرة والمجتمع""",Against
"""المرأة مش عايزة تمكين، المرأة عايزة تكون فاضية وتتبعثر في حياتها، حرية وتمكين دمار للعائلة والمجتمع""",Against
"""البنات هن الأموال اللي بتغير الحياة! نحن ندعو لتمكين البنات في المجتمع الرقمي والتكنولوجيا. #تمكين_المرأة 💪""",Favor
